_id,activation,dominance,emotion,end_time,start_time,titre,to_translate,translated,valence
625687cd1da7a5c1eaef4364,2,3,fru,181.91,177.82,Ses04M_impro02_M019," We don't have a choice.  I have to do this.","Nous n'avons pas le choix. Je dois faire ça.",2.5
625687cd1da7a5c1eaef4365,4,2,fru,184.91,181.52,Ses04M_impro02_F017, Just tell them no.,Dites-leur simplement non.,1.5
625687cd1da7a5c1eaef4366,2,2,fru,194.44,185.57,Ses04M_impro02_M020," I can't do it.  I'd love to.  I mean, I don't - if you understand, I don't want to stay.","Je ne peux pas le faire. J'adorerais. Je veux dire, je ne - si tu comprends, je ne veux pas rester.",2.5
625687cd1da7a5c1eaef4367,3,2.5,fru,198.95,194.56,Ses04M_impro02_M021," I mean, I don't want to -- I don't want to leave.  I want to stay here with you.","Je veux dire, je ne veux pas -- je ne veux pas partir. Je veux rester ici avec toi.",2.5
625687cd1da7a5c1eaef4368,3,3.5,fru,208.38,198.87,Ses04M_impro02_F018," Then, can't you please try something?  If you go and ask them and they say no, then I would understand, but you're not even willing to ask.","Alors, ne pouvez-vous pas essayer quelque chose ? Si vous allez leur demander et qu'ils disent non, alors je comprendrais, mais vous n'êtes même pas disposé à demander.",1.5
625687cd1da7a5c1eaef4369,3.5,2.5,fru,213.66,209.74,Ses04M_impro02_F019," Can't you just make an effort?  Can't you just try?",Vous ne pouvez pas simplement faire un effort ? Tu ne peux pas juste essayer ?,2
625687cd1da7a5c1eaef436a,3,3,fru,215.29,211.83,Ses04M_impro02_M022," I've asked already.  I can't go back.","J'ai déjà demandé. Je ne peux pas revenir en arrière.",2.5
625687cd1da7a5c1eaef436b,2.5,3,fru,226.61,217.99,Ses04M_impro02_M023," It can't happen.  I have to go.  I want to stay really bad, but I can't.  There's just no -- I don't have an option.","Cela ne peut pas arriver. Je dois y aller. Je veux vraiment rester, mais je ne peux pas. Il n'y a tout simplement pas - je n'ai pas d'option.",2.5
625687cd1da7a5c1eaef436c,1.5,1.5,sad,228.5558,226.15,Ses04M_impro02_F020, When do you leave?,Quand partez-vous?,2
625687cd1da7a5c1eaef436d,2,1,fru,230.7089,228.0849,Ses04M_impro02_M024, Next week.,La semaine prochaine.,1.5
625687cd1da7a5c1eaef436e,2.5,3,ang,236.12,231.17,Ses04M_impro02_F021," A week.  You're giving me a week to be okay with this.","Une semaine. Tu me donnes une semaine pour être d'accord avec ça.",1.5
625687cd1da7a5c1eaef436f,3,2.5,fru,246.5,237.69,Ses04M_impro02_M025," You can't make it out like I'm happy about this.  I mean, I didn't -- I didn't want to put you in this situation.","Tu ne peux pas faire comme si j'étais content de ça. Je veux dire, je ne... je ne voulais pas te mettre dans cette situation.",2
625687cd1da7a5c1eaef4370,3.5,3,fru,249.41,245.85,Ses04M_impro02_F022," Well it doesn't seem like you're that bothered by it.","Eh bien, il ne semble pas que cela vous dérange.",1.5
625687cd1da7a5c1eaef4371,3.5,3,fru,262.23,250.73,Ses04M_impro02_M026," I am.  I mean, I don't know.  I don't know what else to tell -- you know, I mean, I can tell you.  I don't know what else to do. I mean, I've been forced into this situation.","Je suis. Je veux dire, je ne sais pas. Je ne sais pas quoi dire d'autre - vous savez, je veux dire, je peux vous le dire. Je ne sais pas quoi faire d'autre. Je veux dire, j'ai été forcé dans cette situation.",2.5
625687cd1da7a5c1eaef4372,2.5,2.5,fru,262.76,258.97,Ses04M_impro02_F023," If you really cared so much, you'd find a way out.","Si tu t'en souciais tellement, tu trouverais une issue.",1.5
625687cd1da7a5c1eaef4373,2.5,2.5,fru,267.37,263.0041,Ses04M_impro02_M027," There's nothing I can do.  I-- I","Il n'y a rien que je puisse faire. Je-- je",2.5
625687cd1da7a5c1eaef4374,3,2.5,fru,277.66,266.98,Ses04M_impro02_F024," Fine, fine.  We have to be together.  If you can't stay here, then I'll go with you.  I don't care where you go.  We'll go, too.  I'm not staying behind.","Bien bien. Nous devons être ensemble. Si tu ne peux pas rester ici, alors j'irai avec toi. Je me fiche d'où tu vas. Nous irons aussi. Je ne reste pas en arrière.",2
625687cd1da7a5c1eaef4375,2.5,2.5,fru,281.372,277.89,Ses04M_impro02_M028," They won't let you come along.  It's not going to happen.",Ils ne vous laisseront pas venir. Ca ne va pas arriver.,1.5
625687cd1da7a5c1eaef4376,3,4,fru,287.01,281.18,Ses04M_impro02_F025," It's a free world.  I can go where I want.  Wherever you are, that's where we're going to go.","C'est un monde libre. Je peux aller où je veux. Où que vous soyez, c'est là que nous irons.",2.5
625687cd1da7a5c1eaef4377,3,2.5,fru,290.04,286.49,Ses04M_impro02_M029," Are you kidding? Please don't be difficult about this.","Est-ce que vous plaisantez? S'il vous plaît ne soyez pas difficile à ce sujet.",2.5
625687cd1da7a5c1eaef4378,4.5,3.5,fru,296.36,289.25,Ses04M_impro02_F026," Difficult.  You're leaving for a year. We have a newborn child and you're leaving.  I don't think I'm being difficult.",Difficile. Vous partez pour un an. Nous avons un nouveau-né et vous partez. Je ne pense pas être difficile.,2
625687cd1da7a5c1eaef4379,2,2,fru,297.14,295.95,Ses04M_impro02_M030, [BREATHING],[RESPIRATION],2.5
625687cd1da7a5c1eaef437a,4.5,3.5,fru,301.84,296.41,Ses04M_impro02_F027," I'm finding a way to make it work.  And I will go wherever you go.  Whatever I have to do, I will make this work.","Je cherche un moyen de le faire fonctionner. Et j'irai partout où tu iras. Quoi que j'aie à faire, je ferai en sorte que ça marche.",2
625687cd1da7a5c1eaef437b,2.5,2.5,fru,302.46,301.26,Ses04M_impro02_M031," Look, I--","Écoute, je--",2.5
625687cd1da7a5c1eaef437c,3.5,3.5,fru,304.78,301.89,Ses04M_impro02_F028," You're not really giving me a lot of options.","Vous ne me donnez pas vraiment beaucoup d'options.",2
625687cd1da7a5c1eaef437d,2.5,3,fru,309.3611,304.31,Ses04M_impro02_M032," Where I'm going is not the safest place on the earth.  Okay.","L'endroit où je vais n'est pas l'endroit le plus sûr au monde. D'accord.",2.5
625687cd1da7a5c1eaef437e,4,3.5,fru,312.31,308.69,Ses04M_impro02_F029," But I'm supposed to be okay with you going there.","Mais je suis censé être d'accord pour que tu y ailles.",2
625687cd1da7a5c1eaef437f,2,3,fru,317.28,312.82,Ses04M_impro02_M033," But I've been trained.  You have no training.","Mais j'ai été formé. Vous n'avez aucune formation.",2.5
625687cd1da7a5c1eaef4380,2,2.5,sad,322.952,318.93,Ses04M_impro02_F030," I'm not going to stay here and wait.",Je ne vais pas rester ici et attendre.,1.5
625687cd1da7a5c1eaef4381,2.5,3.5,fru,328.01,322.61,Ses04M_impro02_M034, You have to.  Do you understand me?  You have to.,Vous devez. Me comprenez-vous? Vous devez.,2.5
625687cd1da7a5c1eaef4382,1.5,1.5,ang,331.94,329.15,Ses04M_impro02_F031," I can't do it.",Je ne peux pas le faire.,1.5
625687cd1da7a5c1eaef4383,2,2.5,fru,338.19,332.63,Ses04M_impro02_M035," Well I guess we're at a stalemate then, aren't we?","Eh bien, je suppose que nous sommes dans une impasse, n'est-ce pas ?",2.5
625687f71da7a5c1eaef43b7,3.5,4,fru,11.2375,5.5614,Ses03F_impro04_F000," I don't know, Brian, if they uh--it's been three years.","Je ne sais pas, Brian, s'ils euh... ça fait trois ans.",2
625687f71da7a5c1eaef43b8,2.5,3,neu,13.4928,10.6961,Ses03F_impro04_M000," Hey, you just got to keep on going.","Hey, tu dois juste continuer.",3.5
625687f71da7a5c1eaef43b9,2.5,3.5,fru,18.8317,12.2942,Ses03F_impro04_F001," No, I don't know, I--maybe this isn't for me. You know, maybe this isn't the right business for me.","Non, je ne sais pas, je... peut-être que ce n'est pas pour moi. Tu sais, peut-être que ce n'est pas le bon métier pour moi.",2.5
625687f71da7a5c1eaef43ba,3,3,neu,20.6114,17.833,Ses03F_impro04_M001," No, don't think like that.","Non, ne pense pas comme ça.",2.5
625687f71da7a5c1eaef43bb,3.5,4,sad,27.2761,20.1025,Ses03F_impro04_F002," I just, I see all these other people getting commercials and work and it's like I'm not getting anything.","C'est juste que je vois tous ces autres gens faire des publicités et travailler et c'est comme si je n'obtenais rien.",2
625687f71da7a5c1eaef43bc,3.5,4,fru,31.5255,27.3124,Ses03F_impro04_F003," I have no money behind me. Nothing. I'm twenty five and--","Je n'ai pas d'argent derrière moi. Rien. J'ai vingt-cinq ans et...",2
625687f71da7a5c1eaef43bd,3,3,neu,34.9395,31.1078,Ses03F_impro04_M002," Russel Crowe wasn't forty until he got his big stuff.","Russel Crowe n'avait pas quarante ans avant d'avoir ses gros trucs.",3
625687f71da7a5c1eaef43be,2.5,3,neu,42.7846,39.5521,Ses03F_impro04_M003," If you really want to do it-I mean,","Si vous voulez vraiment le faire, je veux dire,",3
625687f71da7a5c1eaef43bf,3,3,fru,36.7918,34.6673,Ses03F_impro04_F004," So I'll have to wait twenty five years-",Donc je vais devoir attendre vingt-cinq ans-,2
625687f71da7a5c1eaef43c0,2.5,2.5,neu,45.0182,42.8209,Ses03F_impro04_M004, you got to do.,vous avez à faire.,3.5
625687f71da7a5c1eaef43c1,4,4,fru,41.4952,36.8281,Ses03F_impro04_F005," -just going and auditioning and auditioning and rejection after refection, it's like--","-juste aller et auditionner et auditionner et rejeter après réflexion, c'est comme--",2
625687f71da7a5c1eaef43c2,3.5,3,neu,57.4032,54.8427,Ses03F_impro04_M005, You could. You could. We just--,Vous pourriez. Vous pourriez. Nous venons--,3
625687f71da7a5c1eaef43c3,3,3,neu,60.2362,57.4577,Ses03F_impro04_M006," we're just pooling our funds together.",nous mettons simplement nos fonds en commun.,3.5
625687f71da7a5c1eaef43c4,3,3.5,fru,55.3075,44.5475,Ses03F_impro04_F006," I know, I just don't know if I can handle it. I mean, you're helping me so much financially it's like I can't survive on my own without you. I don't like that.","Je sais, je ne sais pas si je peux le supporter. Je veux dire, tu m'aides tellement financièrement que c'est comme si je ne pouvais pas survivre sans toi. Je n'aime pas ça.",1.5
625687f71da7a5c1eaef43c5,3,2.5,neu,62.6151,60.2906,Ses03F_impro04_M007," You don't owe me anything.",Tu ne me dois rien.,3
625687f71da7a5c1eaef43c6,3.5,4,fru,66.03,61.6575,Ses03F_impro04_F007," I feel like I'm not doing anything. Like I'm not giving anything into this world.","J'ai l'impression de ne rien faire. Comme si je ne donnais rien à ce monde.",1.5
625687f71da7a5c1eaef43c7,3,4,neu,71.7132,64.885,Ses03F_impro04_M008," You are, you're going to class, you're learning, you're getting better. When you finally get that role you're going to be prepared.","Vous êtes, vous allez en cours, vous apprenez, vous vous améliorez. Lorsque vous obtiendrez enfin ce rôle, vous serez prêt.",3.5
625687f71da7a5c1eaef43c8,4,4,fru,80.5207,70.9323,Ses03F_impro04_F008," Yeah, but what if I never make it? What if I studied all my life, this theatre, this acting, and I'm never going to get anywhere. I'm never going to be able to have a job.","Ouais, mais et si je n'y arrive jamais ? Et si j'étudiais toute ma vie, ce théâtre, ce jeu d'acteur, et je n'irais jamais nulle part. Je ne pourrai jamais avoir de travail.",2.5
625687f71da7a5c1eaef43c9,2.5,3.5,neu,82.6675,78.065,Ses03F_impro04_M009," Oh my God, Anna, you're still young. Don't even think about that.","Oh mon Dieu, Anna, tu es encore jeune. Ne pense même pas à ça.",2
625687f71da7a5c1eaef43ca,3,3,fru,84.7519,82.0098,Ses03F_impro04_F009," Time is passing by. Every year it's","Le temps passe. Chaque année c'est",2
625687f71da7a5c1eaef43cb,3,3,fru,87.5485,84.8246,Ses03F_impro04_F010, a part left than I can do.,une partie à gauche que je ne peux faire.,2.5
625687f71da7a5c1eaef43cc,3,4,neu,90.4525,85.1514,Ses03F_impro04_M010," You're only twenty five, okay? Some people don't start until they're thirty five.","Tu n'as que vingt-cinq ans, d'accord ? Certaines personnes ne commencent qu'à trente-cinq ans.",2.5
625687f71da7a5c1eaef43cd,4,2,sur,91.3258,89.7277,Ses03F_impro04_F011, Really?,Vraiment?,2.5
625687f71da7a5c1eaef43ce,3,3,neu,91.9795,90.6176,Ses03F_impro04_M011, Yeah.,Ouais.,3
625687f71da7a5c1eaef43cf,2.5,3.5,fru,96.465,91.945,Ses03F_impro04_F012," I don't know, I just [BREATHING] I get frustrated","Je ne sais pas, je viens de [RESPILER] je suis frustré",2
625687f71da7a5c1eaef43d0,2.5,3,neu,100.442,94.1587,Ses03F_impro04_M012," What would you do- What would you do if you didn't? You can go to law school.","Que feriez-vous - Que feriez-vous si vous ne le faisiez pas ? Vous pouvez aller à l'école de droit.",3
625687f71da7a5c1eaef43d1,3.5,3.5,fru,100.8415,98.096,Ses03F_impro04_F013," That's the thing. I don't know. I don't know anything.","C'est ca le truc. Je ne sais pas. Je ne sais rien.",2
625687f71da7a5c1eaef43d2,3,2.5,fru,103.4825,100.9142,Ses03F_impro04_F014, Law school? Maybe.,Faculté de droit? Peut-être.,3
625687f71da7a5c1eaef43d3,4,3.5,fru,111.3016,103.6745,Ses03F_impro04_F015," I don't know. I don't know anything other than this, though, is the problem. This is my life. This is what I built everything about, you know.","Je ne sais pas. Je ne sais rien d'autre que cela, cependant, est le problème. C'est ma vie. C'est sur quoi j'ai tout construit, vous savez.",2.5
625687f71da7a5c1eaef43d4,2.5,2.5,neu,113.8985,110.4662,Ses03F_impro04_M013," See? So you can't just quit now.",Voir? Vous ne pouvez donc pas arrêter maintenant.,3.5
625687f71da7a5c1eaef43d5,4,4.5,fru,122.8694,113.4808,Ses03F_impro04_F016," I mean, I could go to law school, but I'm just not passionate about it, you know? Like I'm not--it doesn't drive me, it doesn't motivate me. I--","Je veux dire, je pourrais aller à la fac de droit, mais ça ne me passionne pas, tu sais ? Comme je ne suis pas - ça ne me motive pas, ça ne me motive pas. JE--",2.5
625687f71da7a5c1eaef43d6,2.5,3,neu,125.1925,122.2157,Ses03F_impro04_M014, Have you been going to auditions and stuff?,Avez-vous été à des auditions et tout?,2.5
625687f71da7a5c1eaef43d7,2.5,3,fru,128.055,124.0498,Ses03F_impro04_F017," Yeah. I mean, I get a call-back and stuff, but-","Ouais. Je veux dire, je reçois un rappel et tout, mais-",2.5
625687f71da7a5c1eaef43d8,3.5,3.5,fru,134.0525,128.4808,Ses03F_impro04_F018," I just, I need a break. I need something to break me out.","J'ai juste besoin d'une pause. J'ai besoin de quelque chose pour m'évader.",2
625687f71da7a5c1eaef43d9,2.5,3,neu,137.9057,133.5575,Ses03F_impro04_M015," How's the job? Still waiting tables at Denny's?","Comment est le boulot ? Toujours en train d'attendre des tables chez Denny's ?",3
625687f71da7a5c1eaef43da,3,3,fru,141.0575,137.7423,Ses03F_impro04_F019, Yeah. Unfortunately.,Ouais. Malheureusement.,2
625687f71da7a5c1eaef43db,3,4,fru,147.0583,141.1375,Ses03F_impro04_F020," Yeah, so I go to--get an education for four years and I'm waiting tables at Denny's.","Ouais, alors je vais faire des études pendant quatre ans et je suis serveur chez Denny's.",1.5
625687f71da7a5c1eaef43dc,3.5,3.5,neu,149.3464,146.6588,Ses03F_impro04_M016," Well, they tip well.","Eh bien, ils donnent un bon pourboire.",4
625687f71da7a5c1eaef43dd,2.5,3.5,fru,151.4167,148.5575,Ses03F_impro04_F021, [BREATHING] Brian-,[RESPIRATION] Brian-,3.5
625687f71da7a5c1eaef43de,2.5,3.5,sad,156.9736,151.5619,Ses03F_impro04_F022," it's not funny. I just don't know what I'm going to do.","ce n'est pas drole. Je ne sais pas ce que je vais faire.",2
625687f71da7a5c1eaef43df,3,3,neu,161.0958,157.3912,Ses03F_impro04_M017," Maybe you could start teaching. I don't know.",Peut-être pourriez-vous commencer à enseigner. Je ne sais pas.,3.5
625687f71da7a5c1eaef43e0,2,3,sad,162.88,160.53,Ses03F_impro04_F023," Yeah, I guess I could.","Ouais, je suppose que je pourrais.",2.5
625687f71da7a5c1eaef43e1,2.5,3,neu,166.605,162.21,Ses03F_impro04_M018," Go back to school. You know? Another three more years, get your master's.","Retourne à l'école. Tu sais? Encore trois ans, obtenez votre maîtrise.",3
625687f71da7a5c1eaef43e2,2.5,2.5,sad,167.7325,166.11,Ses03F_impro04_F024, Yeah,Ouais,2.5
625687f71da7a5c1eaef43e3,3.5,3,neu,170.5875,167.2375,Ses03F_impro04_M019," Close to thirty. Oof, it's going to be tough.","Près de la trentaine. Ouf, ça va être dur.",3.5
625687f71da7a5c1eaef43e4,2.5,4,sad,172.3368,170.3029,Ses03F_impro04_F025, Thanks.,Merci.,2.5
625687f71da7a5c1eaef43e5,4,3,fru,173.48,171.9191,Ses03F_impro04_M020, [LAUGHTER],[RIRE],5
625687f71da7a5c1eaef43e6,3,3.5,fru,174.2525,173.1325,Ses03F_impro04_F026, [BREATHING],[RESPIRATION],4.5
625688421da7a5c1eaef443a,3.5,3,exc,11.6235,6.1934,Ses03M_script01_3_F000," You're the only one I know that still loves his parents.",Tu es le seul que je connaisse qui aime encore ses parents.,4.5
625688421da7a5c1eaef443b,3,2.5,fea,15.5925,10.4249,Ses03M_script01_3_M000," I know.  It sort of went out of style didn't it?","Je sais. C'est en quelque sorte passé de mode, n'est-ce pas?",4
625688421da7a5c1eaef443c,3,3.5,exc,19.1253,15.0037,Ses03M_script01_3_F001," No.  It's alright.  It's a good thing, you know?","Non, c'est bon. C'est une bonne chose, tu sais ?",3.5
625688421da7a5c1eaef443d,3.5,2.5,exc,23.356,20.4556,Ses03M_script01_3_F002," It's lovely here.","C'est charmant ici.",3.5
625688421da7a5c1eaef443e,2.5,2.5,exc,28.1319,25.115,Ses03M_script01_3_F003, The air is so sweet.,"L'air est si doux.",4
625688421da7a5c1eaef443f,2.5,2,neu,32.0573,28.7207,Ses03M_script01_3_M001," You're not sorry you came?","Vous n'êtes pas désolé d'être venu ?",3
625688421da7a5c1eaef4440,3.5,3,sad,37.9017,31.7301,Ses03M_script01_3_F004," No.  I'm not sorry.  But I'm not going to stay.","Non, je ne suis pas désolé. Mais je ne vais pas rester.",2.5
625688421da7a5c1eaef4441,2.5,2.5,sur,39.4064,37.1821,Ses03M_script01_3_M002, Why?,Pourquoi?,2
625688421da7a5c1eaef4442,3.5,3,fru,42.3941,38.8394,Ses03M_script01_3_F005, First of all your mother so much as told me to go.,"Tout d'abord ta mère m'a tellement dit d'y aller.",3.5
625688421da7a5c1eaef4443,2.5,3,fru,44.1605,41.6308,Ses03M_script01_3_M003, Well...,Hé bien...,2.5
625688421da7a5c1eaef4444,2.5,2.5,sad,46.9083,43.9424,Ses03M_script01_3_F006," Look,","Regarder,",2.5
625688421da7a5c1eaef4445,3.5,2.5,sad,55.325,47.6497,Ses03M_script01_3_F007," you saw the way that she acted and then well, I mean, you, you were acting kind of...","tu as vu la façon dont elle agissait et puis bon, je veux dire, toi, tu agissais en quelque sorte...",2
625688421da7a5c1eaef4446,2.5,3.5,neu,57.0052,54.7372,Ses03M_script01_3_M004, What?,Quelle?,3
625688421da7a5c1eaef4447,4,2.5,sad,62.8279,56.63,Ses03M_script01_3_F008," Well, I don't know, embarrassed of her since I came.","Eh bien, je ne sais pas, j'ai honte d'elle depuis que je suis venu.",2.5
625688421da7a5c1eaef4448,3,3,fru,71.3765,61.9338,Ses03M_script01_3_M005," Well the trouble is I was planning on sneaking up on you over a week or so and they take it for granted that we're all set.","Eh bien, le problème, c'est que j'avais prévu de te surprendre pendant environ une semaine et ils tiennent pour acquis que nous sommes tous prêts.",2.5
625688421da7a5c1eaef4449,3.5,3,fru,74.4175,70.5478,Ses03M_script01_3_F009," Yeah.  I know they would, especially your mother.","Ouais. Je sais qu'ils le feraient, surtout ta mère.",3
625688421da7a5c1eaef444a,3,3,fea,76.0651,73.8626,Ses03M_script01_3_M006, How did you know?,Comment saviez-vous?,3
625688421da7a5c1eaef444b,4,2.5,fru,80.2086,75.28,Ses03M_script01_3_F010," Well what other reason, from her point of view, would I be coming here?","Eh bien, pour quelle autre raison, de son point de vue, est-ce que je viendrais ici ?",3
625688421da7a5c1eaef444c,3,2,exc,84.352,79.9687,Ses03M_script01_3_M007," So, would you want to?","Alors, voudriez-vous?",3
625688421da7a5c1eaef444d,3,3,hap,90.2475,84.4175,Ses03M_script01_3_M008," I mean, that's the reason why I asked you here.","Je veux dire, c'est la raison pour laquelle je vous ai demandé ici.",4
625688421da7a5c1eaef444e,2.5,2,hap,93.4022,91.3959,Ses03M_script01_3_F011," Well,","Hé bien,",3.5
625688421da7a5c1eaef444f,3.5,3.5,exc,104.306,96.826,Ses03M_script01_3_M009, Oh Annie.  I love you.  I love you a great deal.,"Ah Anni. Je vous aime. Je t'aime beaucoup.",4.5
625688421da7a5c1eaef4450,4,3.5,hap,108.1442,105.7454,Ses03M_script01_3_M010, I love you.,Je vous aime.,4
625688421da7a5c1eaef4451,3.5,2,hap,96.4335,93.5331,Ses03M_script01_3_F012," I guess that's why I came.","Je suppose que c'est pour ça que je suis venu.",4
625688421da7a5c1eaef4452,3.5,4,exc,113.7924,108.2968,Ses03M_script01_3_M011," I don't...I have no imagination that's the only way I know how to tell it.","Je ne... Je n'ai pas d'imagination, c'est la seule façon que je connaisse pour le dire.",4.5
625688421da7a5c1eaef4453,4,4,exc,124.095,113.8578,Ses03M_script01_3_M012," I'm embarrassing you.  I didn't want to tell you this here.  I wanted to drive someplace brand new where we'd be brand new to each other.  It feels wrong here don't you?","Je t'embarrasse. Je ne voulais pas te dire ça ici. Je voulais conduire dans un endroit tout neuf où nous serions nouveaux l'un pour l'autre. Ça ne va pas ici, n'est-ce pas ?",3.5
625688421da7a5c1eaef4454,3,4,exc,130.2572,124.1675,Ses03M_script01_3_M013," This yard and this chair.  I don't want to win you from anything, I want you to be ready for me.","Cette cour et cette chaise. Je ne veux rien te gagner, je veux que tu sois prêt pour moi.",2
625688421da7a5c1eaef4455,4,3.5,hap,133.1025,129.4285,Ses03M_script01_3_F013," Look, I've been ready for a long, long time now.","Écoute, je suis prêt depuis très, très longtemps maintenant.",3.5
625688421da7a5c1eaef4456,2.5,3,exc,135.7091,132.4379,Ses03M_script01_3_M014," Then he's gone forever, you sure?","Alors il est parti pour toujours, tu es sûr ?",2.5
625688421da7a5c1eaef4457,3.5,3,hap,138.7622,135.2293,Ses03M_script01_3_F014," Look, I almost got married two years ago.","Écoute, j'ai failli me marier il y a deux ans.",3
625688421da7a5c1eaef4458,2.5,2.5,fea,140.485,138.0643,Ses03M_script01_3_M015," Why didn't you?","Pourquoi ne l'as-tu pas fait ?",2.5
625688421da7a5c1eaef4459,2.5,2.5,hap,143.56,140.6812,Ses03M_script01_3_F015, You started to write me.,"Tu as commencé à m'écrire.",3.5
625688421da7a5c1eaef445a,3,2.5,hap,146.3948,143.6775,Ses03M_script01_3_M016, You felt something that far back.,Vous avez ressenti quelque chose aussi loin.,4
625688421da7a5c1eaef445b,3.5,3,hap,147.9868,145.5879,Ses03M_script01_3_F016, Every day since.,Chaque jour depuis.,4
625688421da7a5c1eaef445c,2.5,3,exc,151.2361,148.074,Ses03M_script01_3_M017," Why didn't you let me know?","Pourquoi ne m'as-tu pas prévenu ?",3.5
625688421da7a5c1eaef445d,4,3,hap,158.5199,151.3888,Ses03M_script01_3_F017," I was waiting for you Chris, I mean, till then you never wrote and then when you did what did you say?","Je t'attendais Chris, je veux dire, jusque là tu n'as jamais écrit et puis quand tu l'as fait qu'as-tu dit ?",4
625688421da7a5c1eaef445e,2.5,3,hap,162.3362,158.6725,Ses03M_script01_3_F018," You'd always be so ambiguous.",Tu serais toujours aussi ambigu.,4
625688421da7a5c1eaef445f,2,4,hap,168.8567,162.7288,Ses03M_script01_3_M018," Give me a kiss Ann, just give me...","Embrasse-moi Ann, donne-moi juste...",4
625688421da7a5c1eaef4460,3.5,4,exc,177.5798,170.19,Ses03M_script01_3_M019," Oh God.  Annie, I kissed Annie.  I kissed Annie.","Oh mon Dieu. Annie, j'ai embrassé Annie. J'ai embrassé Annie.",4.5
625688421da7a5c1eaef4461,3,3,hap,183.4461,181.1126,Ses03M_script01_3_F019," I'll never forgive you for that.",Je ne te le pardonnerai jamais.,4.5
625688421da7a5c1eaef4462,3,3.5,exc,181.6575,177.9425,Ses03M_script01_3_M020," How long, how long I've been waiting to do that.","Combien de temps, combien de temps j'ai attendu pour faire ça.",4
625688421da7a5c1eaef4463,4.5,4,hap,190.0102,183.4897,Ses03M_script01_3_F020," I mean,  Why did you wait all these years?  There I was sitting around and wondering if I was crazy for thinking about you.","Je veux dire, pourquoi as-tu attendu toutes ces années ? J'étais là et je me demandais si j'étais fou de penser à toi.",4
625688421da7a5c1eaef4464,2.5,3.5,hap,197.0104,190.9697,Ses03M_script01_3_M021," We're going to live now.  I'm going to make you so happy.",Nous allons vivre maintenant. Je vais te rendre si heureux.,4
625688421da7a5c1eaef4465,3,3,hap,200.8268,196.8578,Ses03M_script01_3_F021," Not like that you're not.","Pas comme ça tu n'es pas.",3.5
625688421da7a5c1eaef4466,3,2.5,exc,202.975,200.5869,Ses03M_script01_3_M022, I kissed you.,"Je t'embrassais.",3
625688421da7a5c1eaef4467,3.5,4,exc,207.2382,202.4623,Ses03M_script01_3_F022," Like Larry's brother.  Do it like you Chris.",Comme le frère de Larry. Fais comme toi Chris.,3.5
625688421da7a5c1eaef4468,3,2.5,sad,216.97,210.0732,Ses03M_script01_3_M023," Nothing.  Hey, let's drive somewhere.  I want to be alone with you.","Rien. Hey, conduisons quelque part. Je veux être seul avec toi.",3.5
625688421da7a5c1eaef4469,3,2.5,fru,210.8801,208.7647,Ses03M_script01_3_F023, What is it?,"Qu'est-ce que c'est?",2.5
625688421da7a5c1eaef446a,3.5,4,fea,219.2324,216.4192,Ses03M_script01_3_F024," No, what is it?  Your mother?","Non c'est quoi? Ta mère?",2
625688421da7a5c1eaef446b,3.5,2.5,fru,221.4132,218.6872,Ses03M_script01_3_M024," No, nothing, nothing like that.","Non, rien, rien de tout ça.",3
625688421da7a5c1eaef446c,3.5,3.5,fru,226.9087,220.759,Ses03M_script01_3_F025," Tell me what's wrong.  I mean, even in your letters you seemed ashamed.","Dis moi ce qui ne va pas. Je veux dire, même dans vos lettres, vous sembliez avoir honte.",2
625688421da7a5c1eaef446d,2.5,3,fru,234.018,226.0582,Ses03M_script01_3_M025," Well, yes I guess I've been ashamed but, it's going from me.","Eh bien, oui, je suppose que j'ai eu honte, mais ça vient de moi.",2.5
625688421da7a5c1eaef446e,3,2.5,fru,235.9371,233.2111,Ses03M_script01_3_F026, You got to tell me.,Tu dois me le dire.,2
625688421da7a5c1eaef446f,2.5,3,fru,238.9684,235.7844,Ses03M_script01_3_M026," I don't know where to start.",Je ne sais pas où commencer.,2.5
625688421da7a5c1eaef4470,3,3,fru,241.9124,238.3796,Ses03M_script01_3_F027," Okay.  It wouldn't work like this?","D'accord. Ça ne marcherait pas comme ça ?",2
625688421da7a5c1eaef4471,3,3.5,sad,249.4578,243.9405,Ses03M_script01_3_M027, You remember overseas I was in command of a company?,"Vous vous souvenez à l'étranger que j'étais à la tête d'une compagnie ?",2.5
625688421da7a5c1eaef4472,2.5,2.5,fru,250.3738,248.193,Ses03M_script01_3_F028," Yeah, sure.",Oui bien sûr.,3
625688421da7a5c1eaef4473,2,3,sad,252.8162,250.1557,Ses03M_script01_3_M028, Well I lost them.,"Eh bien, je les ai perdus.",2
625688421da7a5c1eaef4474,2.5,2.5,sad,254.9098,252.7072,Ses03M_script01_3_F029, How many?,Combien?,2
625688421da7a5c1eaef4475,2.5,3,sad,256.6762,254.1683,Ses03M_script01_3_M029, Just about all.,À peu près tout.,2
625688421da7a5c1eaef4476,2,3,sad,258.5953,256.2836,Ses03M_script01_3_F030, Geez.,Décidément.,2.5
625688421da7a5c1eaef4477,2.5,3,sad,263.8721,258.2862,Ses03M_script01_3_M030," Takes a little while to toss that off cause they weren't just men.","Il faut un peu de temps pour s'en débarrasser parce qu'ils n'étaient pas que des hommes.",3
